fips,fips_char,cbsa13,cbsatype13,cbsaname,pop10,purchase2015,purchase2016,purchase2017,purchase2018,purchase2019,purchase2020,purchase2021,purchase2022,rolling_average,proportion1000
20025,20025,,Nonmetro,,2215,0,0,2,1,,1,1,2,1,0.451467269
20027,20027,,Nonmetro,,8535,13,16,17,25,19,21,23,22,22,2.577621558
20029,20029,,Nonmetro,,9533,2,7,4,8,4,8,11,9,8,0.839190181
20031,20031,,Nonmetro,,8601,10,8,7,4,7,9,10,12,8.4,0.976630624
20033,20033,,Nonmetro,,1891,0,,,,,2,,3,1,0.52882073
20035,20035,11680,Micro,"Arkansas City-Winfield, KS (Micro)",36311,18,19,30,24,27,28,30,37,29.2,0.804164027
20037,20037,38260,Micro,"Pittsburg, KS (Micro)",39134,17,18,17,24,21,23,23,32,24.6,0.628609393
20039,20039,,Nonmetro,,2961,1,1,,2,1,2,1,3,1.8,0.607902736
20041,20041,,Nonmetro,,19754,64,54,47,58,70,73,84,73,71.6,3.624582363
20043,20043,41140,Metro,"St. Joseph, MO-KS (Metro)",7945,4,3,2,3,5,4,3,1,3.2,0.402769037
20045,20045,29940,Metro,"Lawrence, KS (Metro)",110826,89,86,88,98,90,102,78,88,91.2,0.822911591
20047,20047,,Nonmetro,,3037,,1,,0,2,,1,,0.6,0.197563385
20049,20049,,Nonmetro,,2882,2,0,1,0,1,2,2,1,1.2,0.416377516
20051,20051,25700,Micro,"Hays, KS (Micro)",28452,12,9,10,12,13,17,16,18,15.2,0.534233094
20053,20053,,Nonmetro,,6497,1,4,6,5,4,4,5,6,4.8,0.738802524
20055,20055,23780,Micro,"Garden City, KS (Micro)",36776,15,20,20,14,16,19,15,9,14.6,0.396998042
20057,20057,19980,Micro,"Dodge City, KS (Micro)",33848,14,16,8,14,20,12,18,11,15,0.443157646
20059,20059,36840,Micro,"Ottawa, KS (Micro)",25992,24,19,31,25,27,35,35,32,30.8,1.184979994
20061,20061,27920,Micro,"Junction City, KS (Micro)",34362,248,260,216,246,217,315,403,454,327,9.516326174
20063,20063,,Nonmetro,,2695,1,1,0,1,,1,1,1,0.8,0.296846011
20065,20065,,Nonmetro,,2597,0,1,0,2,1,,1,2,1.2,0.462071621
20067,20067,,Nonmetro,,7829,2,0,3,5,3,2,4,4,3.6,0.459828841
20069,20069,,Nonmetro,,6006,1,5,6,2,1,4,4,2,2.6,0.432900433
20071,20071,,Nonmetro,,1247,,,2,,,,1,1,0.4,0.320769848
20073,20073,,Nonmetro,,6689,3,2,1,1,2,3,3,2,2.2,0.328898191
20075,20075,,Nonmetro,,2690,,1,1,1,3,,1,2,1.4,0.520446097
20077,20077,,Nonmetro,,6034,2,6,1,1,,5,5,3,2.8,0.464037123
20079,20079,48620,Metro,"Wichita, KS (Metro)",34684,26,28,30,38,27,34,42,42,36.6,1.05524161
20081,20081,,Nonmetro,,4256,0,,1,2,1,2,4,2,2.2,0.516917293
20083,20083,,Nonmetro,,1916,1,,,2,2,1,,1,1.2,0.626304802
20085,20085,45820,Metro,"Topeka, KS (Metro)",13462,7,14,14,19,14,16,15,10,14.8,1.099390878
20087,20087,45820,Metro,"Topeka, KS (Metro)",19126,27,29,31,21,31,29,29,30,28,1.46397574
20089,20089,,Nonmetro,,3077,1,0,,1,1,2,1,1,1.2,0.38999025
20091,20091,28140,Metro,"Kansas City, MO-KS (Metro)",544179,543,576,590,610,551,512,523,438,526.8,0.968063817
20093,20093,23780,Micro,"Garden City, KS (Micro)",3977,0,2,0,3,2,1,1,2,1.8,0.452602464
20095,20095,48620,Metro,"Wichita, KS (Metro)",7858,2,2,9,1,8,10,6,7,6.4,0.814456605
20097,20097,,Nonmetro,,2553,,,0,1,,,2,2,1,0.391696044
20099,20099,37660,Micro,"Parsons, KS (Micro)",21607,6,8,7,9,8,13,10,16,11.2,0.518350535
20101,20101,,Nonmetro,,1750,,,,1,1,,,,0.4,0.228571429
20103,20103,28140,Metro,"Kansas City, MO-KS (Metro)",76227,244,297,285,324,300,312,361,328,325,4.263581146
20105,20105,,Nonmetro,,3241,,1,0,0,,,,2,0.4,0.123418698
20107,20107,28140,Metro,"Kansas City, MO-KS (Metro)",9656,0,5,7,10,6,11,7,17,10.2,1.056338028
20109,20109,,Nonmetro,,2756,3,,1,1,1,2,2,3,1.8,0.653120464
20111,20111,21380,Micro,"Emporia, KS (Micro)",33690,15,17,13,22,21,16,25,26,22,0.653012763
20113,20113,32700,Micro,"McPherson, KS (Micro)",29180,16,23,32,20,20,25,33,29,25.4,0.870459219
20115,20115,,Nonmetro,,12660,8,8,8,6,7,8,10,10,8.2,0.647709321
20117,20117,,Nonmetro,,10117,8,6,4,1,3,5,12,7,5.6,0.553523772
20119,20119,,Nonmetro,,4575,1,1,1,0,,3,2,4,1.8,0.393442623
20121,20121,28140,Metro,"Kansas City, MO-KS (Metro)",32787,31,46,30,41,37,49,43,46,43.2,1.317595388
20123,20123,,Nonmetro,,6373,6,2,0,1,9,2,5,2,3.8,0.596265495
20125,20125,17700,Micro,"Coffeyville, KS (Micro)",35471,18,14,24,29,28,21,19,42,27.8,0.783738829
20127,20127,,Nonmetro,,5923,2,4,4,7,3,8,10,5,6.6,1.114300186
20129,20129,,Nonmetro,,3233,2,0,1,1,1,,,3,1,0.309310238
20131,20131,,Nonmetro,,10178,3,3,0,2,,5,5,2,2.8,0.275103164
20133,20133,,Nonmetro,,16512,3,8,8,6,9,7,12,19,10.6,0.641957364
20135,20135,,Nonmetro,,3107,1,0,,,,4,2,,1.2,0.386224654
20137,20137,,Nonmetro,,5671,0,1,0,,1,3,3,3,2,0.352671487
20139,20139,45820,Metro,"Topeka, KS (Metro)",16295,20,23,16,21,24,18,14,24,20.2,1.239644063
20141,20141,,Nonmetro,,3858,0,1,2,1,,2,2,1,1.2,0.311041991
20143,20143,41460,Micro,"Salina, KS (Micro)",6091,2,3,3,7,3,7,5,6,5.6,0.919389263
20145,20145,,Nonmetro,,6973,4,4,4,0,1,2,6,5,2.8,0.401548831
20147,20147,,Nonmetro,,5642,1,2,5,2,5,2,2,1,2.4,0.425381071
20149,20149,31740,Metro,"Manhattan, KS (Metro)",21604,79,77,69,81,80,103,132,107,100.6,4.656545084
20151,20151,,Nonmetro,,9656,4,8,9,9,4,8,4,7,6.4,0.662800331
20153,20153,,Nonmetro,,2519,,0,,1,1,1,,,0.6,0.238189758
20155,20155,26740,Micro,"Hutchinson, KS (Micro)",64511,64,54,31,48,49,56,82,58,58.6,0.908372216
20157,20157,,Nonmetro,,4980,1,0,1,3,2,1,1,2,1.8,0.361445783
20159,20159,,Nonmetro,,10083,4,2,4,4,6,4,7,6,5.4,0.535554894
20161,20161,31740,Metro,"Manhattan, KS (Metro)",71115,215,201,185,179,186,277,293,318,250.6,3.523869788
20163,20163,,Nonmetro,,5181,1,2,1,2,3,3,3,2,2.6,0.501833623
20165,20165,,Nonmetro,,3307,1,3,3,0,1,6,1,2,2,0.604777744
20167,20167,,Nonmetro,,6970,2,3,6,2,2,1,6,5,3.2,0.459110473
20169,20169,41460,Micro,"Salina, KS (Micro)",55606,46,49,64,55,59,45,49,46,50.8,0.913570478
20171,20171,,Nonmetro,,4936,2,2,3,5,3,1,1,1,2.2,0.445705024
20173,20173,48620,Metro,"Wichita, KS (Metro)",498365,662,779,728,777,781,821,897,871,829.4,1.664242072
20175,20175,30580,Micro,"Liberal, KS (Micro)",22952,8,4,10,3,5,7,6,8,5.8,0.25270129
20177,20177,45820,Metro,"Topeka, KS (Metro)",177934,197,218,241,242,222,230,242,248,236.8,1.330830533
20179,20179,,Nonmetro,,2556,1,,1,0,,1,3,1,1,0.391236307
20181,20181,,Nonmetro,,6010,3,4,4,4,2,5,4,3,3.6,0.599001664
20183,20183,,Nonmetro,,3853,2,0,0,3,1,1,1,4,2,0.519076045
20185,20185,,Nonmetro,,4437,,4,1,2,4,2,4,4,3.2,0.721208023
20187,20187,,Nonmetro,,2235,,1,,,1,,1,4,1.2,0.536912752
20189,20189,,Nonmetro,,5724,2,1,1,2,5,2,4,2,3,0.524109015
20191,20191,48620,Metro,"Wichita, KS (Metro)",24132,14,24,25,16,20,19,26,27,21.6,0.895077076
20193,20193,,Nonmetro,,7900,3,1,4,3,4,4,4,8,4.6,0.582278481
20195,20195,,Nonmetro,,3001,1,3,2,,2,2,2,3,1.8,0.599800067
20197,20197,45820,Metro,"Topeka, KS (Metro)",7053,8,10,8,8,5,6,8,8,7,0.992485467
20199,20199,,Nonmetro,,1485,0,,,1,,,,,0.2,0.134680135
20201,20201,,Nonmetro,,5799,1,1,3,2,2,3,3,1,2.2,0.379375754
20203,20203,,Nonmetro,,2234,,0,1,,,1,,2,0.6,0.268576544
20205,20205,,Nonmetro,,9409,1,5,9,10,2,4,5,7,5.6,0.595174833
20207,20207,,Nonmetro,,3309,2,1,0,2,2,2,,4,2,0.604412209
20209,20209,28140,Metro,"Kansas City, MO-KS (Metro)",157505,99,86,133,117,128,130,132,124,126.2,0.801244405
21001,21001,,Nonmetro,,18656,3,2,8,13,12,6,12,8,10.2,0.546740995
21003,21003,14540,Metro,"Bowling Green, KY (Metro)",19956,12,12,17,13,18,24,36,43,26.8,1.3429545
21005,21005,23180,Micro,"Frankfort, KY (Micro)",21421,24,31,45,42,32,41,49,43,41.4,1.932682881
21007,21007,37140,Micro,"Paducah, KY-IL (Micro)",8249,5,3,1,1,6,7,3,5,4.4,0.533397988
21009,21009,23980,Micro,"Glasgow, KY (Micro)",42173,27,24,30,36,37,44,46,64,45.4,1.076518151
21011,21011,34460,Micro,"Mount Sterling, KY (Micro)",11591,4,1,3,4,3,5,5,9,5.2,0.448623932
21013,21013,33180,Micro,"Middlesborough, KY (Micro)",28691,5,7,12,6,2,5,10,9,6.4,0.223066467
21015,21015,17140,Metro,"Cincinnati, OH-KY-IN (Metro)",118811,172,197,211,220,224,225,240,203,222.4,1.87188055
21017,21017,30460,Metro,"Lexington-Fayette, KY (Metro)",19985,14,15,10,11,17,11,16,17,14.4,0.720540405
21019,21019,26580,Metro,"Huntington-Ashland, WV-KY-OH (Metro)",49542,29,41,51,45,44,48,57,63,51.4,1.037503532
21021,21021,19220,Micro,"Danville, KY (Micro)",28432,18,26,32,22,32,21,44,31,30,1.055149128
21023,21023,17140,Metro,"Cincinnati, OH-KY-IN (Metro)",8488,2,3,4,6,11,5,,4,5.2,0.612629595
21025,21025,,Nonmetro,,13878,,0,,3,4,,3,1,2.2,0.158524283
21027,21027,,Nonmetro,,20059,16,19,25,9,21,16,26,24,19.2,0.95717633
21029,21029,31140,Metro,"Louisville/Jefferson County, KY-IN (Metro)",74319,118,104,149,116,138,140,125,124,128.6,1.730378503
21031,21031,14540,Metro,"Bowling Green, KY (Metro)",12690,4,2,3,10,5,6,8,10,7.8,0.61465721
21033,21033,,Nonmetro,,12984,7,11,5,6,11,5,20,11,10.6,0.816389402
21035,21035,34660,Micro,"Murray, KY (Micro)",37191,20,36,29,32,31,34,48,50,39,1.0486408
21037,21037,17140,Metro,"Cincinnati, OH-KY-IN (Metro)",90336,47,68,66,77,56,75,73,90,74.2,0.821377967
21039,21039,,Nonmetro,,5104,0,0,2,2,1,4,2,6,3,0.587774295
21041,21041,,Nonmetro,,10811,4,6,8,6,8,3,6,8,6.2,0.573489964
21043,21043,,Nonmetro,,27720,8,13,12,11,11,15,21,16,14.8,0.533910534
21045,21045,,Nonmetro,,15955,2,4,8,5,10,14,13,10,10.4,0.651833281
21047,21047,17300,Metro,"Clarksville, TN-KY (Metro)",73955,168,165,192,230,303,314,354,406,321.4,4.345886012
21049,21049,30460,Metro,"Lexington-Fayette, KY (Metro)",35613,29,41,49,47,44,60,52,55,51.6,1.448909106
21051,21051,,Nonmetro,,21730,3,3,2,2,3,4,7,4,4,0.184077312
21053,21053,,Nonmetro,,10272,3,3,0,1,1,3,2,6,2.6,0.253115265
21055,21055,,Nonmetro,,9315,2,2,2,2,7,6,9,7,6.2,0.665593129
21057,21057,,Nonmetro,,6856,0,1,5,2,5,5,10,7,5.8,0.845974329
21059,21059,36980,Metro,"Owensboro, KY (Metro)",96656,84,71,86,79,103,96,110,108,99.2,1.026320146
21061,21061,14540,Metro,"Bowling Green, KY (Metro)",12161,7,8,9,7,10,9,6,20,10.4,0.85519283
21063,21063,,Nonmetro,,7852,0,0,2,3,2,4,2,3,2.8,0.356597045
21065,21065,,Nonmetro,,14672,7,5,10,12,7,14,9,13,11,0.749727372
21067,21067,30460,Metro,"Lexington-Fayette, KY (Metro)",295803,248,277,284,235,228,221,237,191,222.4,0.751851739
21069,21069,,Nonmetro,,14348,4,6,7,8,4,9,7,20,9.6,0.669082799
21071,21071,,Nonmetro,,39451,1,2,10,10,2,14,11,14,10.2,0.258548579
21073,21073,23180,Micro,"Frankfort, KY (Micro)",49285,33,48,55,61,67,63,75,63,65.8,1.335091813
21075,21075,46460,Micro,"Union City, TN-KY (Micro)",6813,1,1,3,7,4,3,4,4,4.4,0.64582416
21077,21077,17140,Metro,"Cincinnati, OH-KY-IN (Metro)",8589,5,4,4,11,9,3,9,7,7.8,0.908138316
21079,21079,,Nonmetro,,16912,16,13,23,21,21,29,27,21,23.8,1.407284768
21081,21081,17140,Metro,"Cincinnati, OH-KY-IN (Metro)",24662,18,25,38,29,28,22,32,33,28.8,1.167788501
21083,21083,32460,Micro,"Mayfield, KY (Micro)",37121,12,22,20,26,26,28,25,45,30,0.808167883
21085,21085,,Nonmetro,,25746,16,25,26,20,18,22,36,37,26.6,1.033170201
21087,21087,,Nonmetro,,11258,2,5,4,8,6,5,10,11,8,0.710605791
21089,21089,26580,Metro,"Huntington-Ashland, WV-KY-OH (Metro)",36910,18,19,22,28,25,26,30,38,29.4,0.796532105
21091,21091,36980,Metro,"Owensboro, KY (Metro)",8565,2,11,7,8,4,8,6,7,6.6,0.770577933
21093,21093,21060,Metro,"Elizabethtown-Fort Knox, KY (Metro)",105543,351,367,466,485,456,530,647,556,534.8,5.067129037
21095,21095,,Nonmetro,,29278,2,5,3,5,7,3,8,11,6.8,0.232256302
21097,21097,,Nonmetro,,18846,8,11,10,14,9,23,16,17,15.8,0.838374191
21099,21099,,Nonmetro,,18199,9,13,10,10,11,20,17,18,15.2,0.835210726
21101,21101,21780,Metro,"Evansville, IN-KY (Metro)",46250,25,21,17,17,24,39,24,33,27.4,0.592432432
21103,21103,31140,Metro,"Louisville/Jefferson County, KY-IN (Metro)",15416,13,16,18,16,19,17,16,21,17.8,1.154644525
21105,21105,,Nonmetro,,4902,,3,3,1,2,3,4,2,2.4,0.489596083
21107,21107,31580,Micro,"Madisonville, KY (Micro)",46920,17,31,34,35,38,33,51,61,43.6,0.929241262
21109,21109,,Nonmetro,,13494,1,3,6,8,6,2,4,10,6,0.444642063
21111,21111,31140,Metro,"Louisville/Jefferson County, KY-IN (Metro)",741096,624,668,676,644,649,648,666,602,641.8,0.866014659
21113,21113,30460,Metro,"Lexington-Fayette, KY (Metro)",48586,33,50,49,57,47,58,63,62,57.4,1.181410283
21115,21115,,Nonmetro,,23356,5,15,7,6,9,14,12,14,11,0.470971057
21117,21117,17140,Metro,"Cincinnati, OH-KY-IN (Metro)",159720,147,150,148,174,155,158,193,196,175.2,1.096919609
21119,21119,,Nonmetro,,16346,0,2,0,1,2,1,3,2,1.8,0.110118683
21121,21121,30940,Micro,"London, KY (Micro)",31883,10,15,16,13,15,17,18,15,15.6,0.489288963
21123,21123,21060,Metro,"Elizabethtown-Fort Knox, KY (Metro)",14193,11,13,18,16,22,12,24,16,18,1.268230818
21125,21125,30940,Micro,"London, KY (Micro)",58849,27,27,42,48,35,47,55,60,49,0.832639467
21127,21127,,Nonmetro,,15860,4,9,5,9,5,11,13,13,10.2,0.643127364
21129,21129,,Nonmetro,,7887,0,0,2,2,3,,4,3,2.4,0.304298212
21131,21131,,Nonmetro,,11310,1,2,1,1,1,1,,3,1.2,0.106100796
21133,21133,,Nonmetro,,24519,3,1,3,2,1,4,3,3,2.6,0.106040214
21135,21135,,Nonmetro,,13870,0,2,7,6,2,3,6,7,4.8,0.346070656
21137,21137,19220,Micro,"Danville, KY (Micro)",24742,10,13,11,16,7,17,27,26,18.6,0.751758144
21139,21139,37140,Micro,"Paducah, KY-IL (Micro)",9519,6,11,3,6,4,5,5,4,4.8,0.504254649
21141,21141,,Nonmetro,,26835,21,21,23,24,17,22,31,36,26,0.96888392
21143,21143,,Nonmetro,,8314,4,12,11,17,6,9,18,13,12.6,1.515515997
21145,21145,37140,Micro,"Paducah, KY-IL (Micro)",65565,72,48,55,50,67,68,97,89,74.2,1.131701365
21147,21147,,Nonmetro,,18306,1,3,4,4,7,3,8,11,6.6,0.360537529
21149,21149,36980,Metro,"Owensboro, KY (Metro)",9531,3,2,1,1,2,6,3,5,3.4,0.356730668
21151,21151,40080,Micro,"Richmond-Berea, KY (Micro)",82916,124,143,154,142,165,173,183,188,170.2,2.052679821
21153,21153,,Nonmetro,,13333,0,0,3,2,,,,2,0.8,0.0600015
21155,21155,,Nonmetro,,19820,9,7,14,12,15,10,6,10,10.6,0.53481332
21157,21157,,Nonmetro,,31448,16,29,24,31,32,36,33,39,34.2,1.08750954
21159,21159,,Nonmetro,,12929,1,0,3,1,,2,3,,1.2,0.092814603
21161,21161,32500,Micro,"Maysville, KY (Micro)",17490,8,7,8,8,7,14,10,17,11.2,0.640365923
21163,21163,21060,Metro,"Elizabethtown-Fort Knox, KY (Metro)",28602,105,72,108,87,94,88,118,123,102,3.566184183
21165,21165,34460,Micro,"Mount Sterling, KY (Micro)",6306,3,6,8,5,2,8,6,7,5.6,0.888043134
21167,21167,,Nonmetro,,21331,15,19,21,26,27,31,33,34,30.2,1.415779851
21169,21169,23980,Micro,"Glasgow, KY (Micro)",10099,4,4,5,3,3,4,6,9,5,0.495098525
21171,21171,,Nonmetro,,10963,2,0,5,5,3,7,6,3,4.8,0.437836359
21173,21173,34460,Micro,"Mount Sterling, KY (Micro)",26499,18,26,27,27,25,29,31,32,28.8,1.086833465
21175,21175,,Nonmetro,,13923,1,2,5,6,6,4,5,5,5.2,0.373482726
21177,21177,,Nonmetro,,31499,8,14,14,17,11,15,28,25,19.2,0.60954316
21179,21179,12680,Micro,"Bardstown, KY (Micro)",43437,55,56,63,55,72,70,80,73,70,1.611529341
21181,21181,,Nonmetro,,7135,4,3,5,6,6,6,,2,4,0.560616678
21183,21183,,Nonmetro,,23842,13,13,12,11,9,9,15,21,13,0.54525627
21185,21185,31140,Metro,"Louisville/Jefferson County, KY-IN (Metro)",60316,104,121,118,110,101,104,106,111,106.4,1.764042708
21187,21187,,Nonmetro,,10841,9,7,7,9,7,9,7,13,9,0.830181718
21189,21189,,Nonmetro,,4755,,1,0,,1,1,,1,0.6,0.126182965
21191,21191,17140,Metro,"Cincinnati, OH-KY-IN (Metro)",14877,9,7,9,10,12,13,11,16,12.4,0.833501378
21193,21193,,Nonmetro,,28712,5,7,4,5,4,3,7,14,6.6,0.229869044
21195,21195,,Nonmetro,,65024,7,8,16,11,9,4,14,16,10.8,0.16609252
21197,21197,,Nonmetro,,12613,3,8,7,7,6,8,14,11,9.2,0.729406168
21199,21199,43700,Micro,"Somerset, KY (Micro)",63063,39,55,66,63,59,77,84,83,73.2,1.160744018
21201,21201,,Nonmetro,,2282,1,1,1,1,1,2,1,2,1.4,0.613496933
21203,21203,40080,Micro,"Richmond-Berea, KY (Micro)",17056,5,8,10,11,5,10,13,8,9.4,0.551125704
21205,21205,,Nonmetro,,23333,11,8,11,11,16,17,10,11,13,0.557150816
21207,21207,,Nonmetro,,17565,6,9,8,14,9,13,9,12,11.4,0.649017933
21209,21209,30460,Metro,"Lexington-Fayette, KY (Metro)",47173,97,118,117,117,100,120,107,99,108.6,2.302164374
21211,21211,31140,Metro,"Louisville/Jefferson County, KY-IN (Metro)",42074,81,59,78,77,71,79,68,85,76,1.806341208
21213,21213,,Nonmetro,,17327,14,18,13,20,23,23,30,23,23.8,1.373578808
21215,21215,31140,Metro,"Louisville/Jefferson County, KY-IN (Metro)",17061,35,29,32,40,40,42,38,42,40.4,2.367973741
21217,21217,15820,Micro,"Campbellsville, KY (Micro)",24512,9,10,15,18,21,20,24,23,21.2,0.864882507
21219,21219,,Nonmetro,,12460,4,9,9,12,8,13,22,30,17,1.364365971
21221,21221,17300,Metro,"Clarksville, TN-KY (Metro)",14339,36,36,34,45,27,51,56,58,47.4,3.305669851
21223,21223,31140,Metro,"Louisville/Jefferson County, KY-IN (Metro)",8809,6,9,5,9,8,4,9,11,8.2,0.93086616
21225,21225,,Nonmetro,,15007,9,4,5,7,4,5,5,8,5.8,0.386486306
21227,21227,14540,Metro,"Bowling Green, KY (Metro)",113792,125,121,124,123,102,140,186,155,141.2,1.240860517
21229,21229,,Nonmetro,,11717,1,4,7,6,9,6,3,4,5.6,0.477938039
21231,21231,,Nonmetro,,20813,8,13,10,9,7,14,17,19,13.2,0.634218998
21233,21233,,Nonmetro,,13621,6,1,7,3,2,3,3,3,2.8,0.205564936
21235,21235,30940,Micro,"London, KY (Micro)",35637,16,17,20,17,20,16,32,30,23,0.645396638
21237,21237,,Nonmetro,,7355,2,1,2,4,2,2,6,2,3.2,0.435078178
21239,21239,30460,Metro,"Lexington-Fayette, KY (Metro)",24939,29,34,25,25,26,27,33,23,26.8,1.074622078
22001,22001,29180,Metro,"Lafayette, LA (Metro)",61773,21,22,25,17,16,21,17,44,23,0.372330954
22003,22003,,Nonmetro,,25764,9,5,6,12,8,8,6,4,7.6,0.294985251
22005,22005,12940,Metro,"Baton Rouge, LA (Metro)",107215,184,165,144,179,186,172,185,199,184.2,1.718043184
22007,22007,,Nonmetro,,23421,3,2,5,5,4,5,6,5,5,0.213483626
22009,22009,,Nonmetro,,42073,11,23,16,20,20,23,21,18,20.4,0.484871533
22011,22011,19760,Micro,"DeRidder, LA (Micro)",35654,81,84,97,87,106,126,142,153,122.8,3.444213833
22013,22013,,Nonmetro,,14353,5,3,2,4,8,7,9,4,6.4,0.445899812
22015,22015,43340,Metro,"Shreveport-Bossier City, LA (Metro)",116979,537,501,604,540,577,622,822,708,653.8,5.589037349
22017,22017,43340,Metro,"Shreveport-Bossier City, LA (Metro)",254969,265,283,271,283,302,299,462,417,352.6,1.382913217
22019,22019,29340,Metro,"Lake Charles, LA (Metro)",192768,183,201,208,228,196,186,195,249,210.8,1.093542497
22021,22021,,Nonmetro,,10132,1,1,3,5,,9,1,5,4,0.394788788
22023,22023,29340,Metro,"Lake Charles, LA (Metro)",6839,5,2,1,1,3,5,,1,2,0.292440415
22025,22025,,Nonmetro,,10407,2,0,2,,1,2,2,2,1.4,0.134524839
22027,22027,,Nonmetro,,17195,2,3,6,4,5,10,6,9,6.8,0.395463798
22029,22029,35020,Micro,"Natchez, MS-LA (Micro)",20822,5,4,7,5,4,6,6,6,5.4,0.259341082
22031,22031,43340,Metro,"Shreveport-Bossier City, LA (Metro)",26656,22,19,21,25,21,25,38,23,26.4,0.990396158
22033,22033,12940,Metro,"Baton Rouge, LA (Metro)",440171,292,301,319,281,267,290,352,366,311.2,0.706997962
22035,22035,,Nonmetro,,7759,1,1,,0,,2,,1,0.6,0.077329553
22037,22037,12940,Metro,"Baton Rouge, LA (Metro)",20267,11,7,9,9,8,13,5,17,10.4,0.513149455
22039,22039,,Nonmetro,,33984,5,4,6,8,12,12,10,8,10,0.294256121
22041,22041,,Nonmetro,,20767,5,8,6,9,6,7,6,4,6.4,0.308181249
22043,22043,10780,Metro,"Alexandria, LA (Metro)",22309,18,27,17,11,18,15,18,22,16.8,0.753059303
22045,22045,29180,Metro,"Lafayette, LA (Metro)",73240,30,27,15,27,34,30,33,36,32,0.436919716
22047,22047,12940,Metro,"Baton Rouge, LA (Metro)",33387,6,4,12,15,9,9,24,22,15.8,0.473238087
22049,22049,,Nonmetro,,16274,7,4,4,6,4,10,8,8,7.2,0.442423498
22051,22051,35380,Metro,"New Orleans-Metairie, LA (Metro)",432552,224,271,252,280,296,302,280,256,282.8,0.653794226
22053,22053,,Nonmetro,,31594,20,14,16,13,24,11,14,20,16.4,0.519085902
22055,22055,29180,Metro,"Lafayette, LA (Metro)",221578,318,222,223,230,255,275,324,395,295.8,1.334970078
22057,22057,26380,Metro,"Houma-Thibodaux, LA (Metro)",96318,76,48,49,52,37,54,64,62,53.8,0.558566415
22059,22059,,Nonmetro,,14890,4,6,8,4,8,5,4,13,6.8,0.456682337
22061,22061,40820,Micro,"Ruston, LA (Micro)",46735,25,12,18,20,20,31,31,22,24.8,0.530651546
22063,22063,12940,Metro,"Baton Rouge, LA (Metro)",128026,152,181,179,166,185,205,221,261,207.6,1.621545624
22065,22065,,Nonmetro,,12093,5,1,2,2,1,1,2,3,1.8,0.14884644
22067,22067,12820,Micro,"Bastrop, LA (Micro)",27979,8,6,5,11,16,9,17,12,13,0.46463419
22069,22069,35060,Micro,"Natchitoches, LA (Micro)",39566,16,16,12,18,30,26,29,28,26.2,0.662184704
22071,22071,35380,Metro,"New Orleans-Metairie, LA (Metro)",343829,151,173,186,164,237,223,277,270,234.2,0.68115255
22073,22073,33740,Metro,"Monroe, LA (Metro)",153720,110,129,121,118,124,159,156,125,136.4,0.887327609
22075,22075,35380,Metro,"New Orleans-Metairie, LA (Metro)",23042,26,26,20,32,29,50,45,57,42.6,1.848797847
