fips,fips_char,cbsa13,cbsatype13,cbsaname,pop10,purchase2015,purchase2016,purchase2017,purchase2018,purchase2019,purchase2020,purchase2021,purchase2022,rolling_average,proportion1000
45085,45085,44940,Metro,"Sumter, SC (Metro)",107456,371,393,487,620,560,659,733,733,661,6.151354973
45087,45087,43900,Metro,"Spartanburg, SC (Metro)",28961,7,6,12,11,12,20,19,18,16,0.552467111
45089,45089,,Nonmetro,,34423,2,9,6,19,13,14,14,15,15,0.435755164
45091,45091,16740,Metro,"Charlotte-Concord-Gastonia, NC-SC (Metro)",226073,403,500,521,505,538,554,546,499,528.4,2.337298129
46003,46003,,Nonmetro,,2710,0,0,,0,3,1,2,,1.2,0.442804428
46005,46005,26700,Micro,"Huron, SD (Micro)",17398,10,9,15,6,16,15,13,11,12.2,0.701230026
46007,46007,,Nonmetro,,3431,0,2,2,,2,1,,,0.6,0.174876129
46009,46009,,Nonmetro,,7070,2,1,2,5,3,6,4,8,5.2,0.735502122
46011,46011,15100,Micro,"Brookings, SD (Micro)",31965,27,32,37,25,35,32,39,19,30,0.938526513
46013,46013,10100,Micro,"Aberdeen, SD (Micro)",36531,32,42,46,39,29,34,44,38,36.8,1.007363609
46015,46015,,Nonmetro,,5255,2,3,2,5,3,2,1,2,2.6,0.494766889
46017,46017,,Nonmetro,,1912,0,,0,,,,,,0,0
46019,46019,,Nonmetro,,10110,14,20,17,20,15,16,15,15,16.2,1.602373887
46021,46021,,Nonmetro,,1466,,,0,0,,1,1,,0.4,0.272851296
46023,46023,,Nonmetro,,9129,3,3,3,2,5,4,3,5,3.8,0.416255888
46025,46025,,Nonmetro,,3691,0,2,1,2,,2,1,1,1.2,0.325115145
46027,46027,46820,Micro,"Vermillion, SD (Micro)",13864,11,8,10,11,12,15,15,4,11.4,0.822273514
46029,46029,47980,Micro,"Watertown, SD (Micro)",27227,39,29,34,21,29,30,43,35,31.6,1.160612627
46031,46031,,Nonmetro,,4050,1,1,,0,,,1,1,0.4,0.098765432
46033,46033,39660,Metro,"Rapid City, SD (Metro)",8216,26,15,14,16,16,18,22,17,17.8,2.166504382
46035,46035,33580,Micro,"Mitchell, SD (Micro)",19504,14,13,14,16,13,16,17,14,15.2,0.779327317
46037,46037,,Nonmetro,,5710,4,1,3,3,4,3,5,4,3.8,0.665499124
46039,46039,,Nonmetro,,4364,2,3,0,5,1,4,2,2,2.8,0.641613199
46041,46041,,Nonmetro,,5301,1,1,,,1,,,1,0.4,0.075457461
46043,46043,,Nonmetro,,3002,1,1,1,1,1,2,,2,1.2,0.399733511
46045,46045,10100,Micro,"Aberdeen, SD (Micro)",4071,2,3,2,,,3,1,2,1.2,0.29476787
46047,46047,,Nonmetro,,7094,16,13,15,28,23,21,18,18,21.6,3.044826614
46049,46049,,Nonmetro,,2364,,0,0,2,,,,1,0.6,0.253807107
46051,46051,,Nonmetro,,7356,4,6,5,5,6,7,7,7,6.4,0.870038064
46053,46053,,Nonmetro,,4271,1,2,1,0,1,1,1,3,1.2,0.280964645
46055,46055,,Nonmetro,,1937,,2,,2,2,,,2,1.2,0.619514713
46057,46057,,Nonmetro,,5903,3,3,3,2,1,3,3,3,2.4,0.406572929
46059,46059,,Nonmetro,,3431,,2,,3,2,1,2,6,2.8,0.816088604
46061,46061,33580,Micro,"Mitchell, SD (Micro)",3331,2,1,1,0,3,3,3,1,2,0.600420294
46063,46063,,Nonmetro,,1255,,1,,,,1,1,,0.4,0.3187251
46065,46065,38180,Micro,"Pierre, SD (Micro)",17022,33,26,25,18,31,18,28,20,23,1.351192574
46067,46067,,Nonmetro,,7343,6,5,1,2,3,5,9,4,4.6,0.626446956
46069,46069,,Nonmetro,,1420,2,1,0,2,,,1,,0.6,0.422535211
46071,46071,,Nonmetro,,3031,1,,0,2,1,2,1,,1.2,0.395908941
46073,46073,,Nonmetro,,2071,0,,1,1,,,,,0.2,0.096571704
46075,46075,,Nonmetro,,1006,,1,0,,,,1,3,0.8,0.795228628
46077,46077,,Nonmetro,,5148,3,4,2,3,2,3,7,7,4.4,0.854700855
46079,46079,,Nonmetro,,11200,9,4,11,6,9,8,13,15,10.2,0.910714286
46081,46081,43940,Micro,"Spearfish, SD (Micro)",24097,23,39,35,37,40,34,60,31,40.4,1.676557248
46083,46083,43620,Metro,"Sioux Falls, SD (Metro)",44828,97,104,113,93,127,115,133,112,116,2.587668422
46085,46085,,Nonmetro,,3755,1,1,1,,,2,1,4,1.4,0.372836218
46087,46087,43620,Metro,"Sioux Falls, SD (Metro)",5618,3,1,8,8,3,9,8,9,7.4,1.317194731
46089,46089,,Nonmetro,,2459,,2,,2,,,2,2,1.2,0.488003253
46091,46091,,Nonmetro,,4656,2,3,2,2,5,,,,1.4,0.300687285
46093,46093,39660,Metro,"Rapid City, SD (Metro)",25434,125,108,119,118,116,145,148,116,128.6,5.056223952
46095,46095,,Nonmetro,,2048,,,1,,,1,1,,0.4,0.1953125
46097,46097,,Nonmetro,,2389,1,,3,,1,1,,1,0.6,0.251151109
46099,46099,43620,Metro,"Sioux Falls, SD (Metro)",169468,276,231,279,299,260,299,276,292,285.2,1.682913588
46101,46101,,Nonmetro,,6486,5,4,3,1,2,5,3,5,3.2,0.493370336
46102,46102,,Nonmetro,,13586,,,,,,1,,,0.2,0.014721036
46103,46103,39660,Metro,"Rapid City, SD (Metro)",100948,343,385,395,380,369,447,438,364,399.6,3.95847367
46105,46105,,Nonmetro,,2982,,,,1,1,3,,4,1.8,0.60362173
46107,46107,,Nonmetro,,2329,0,1,1,,,2,1,,0.6,0.257621297
46109,46109,,Nonmetro,,10149,4,3,8,3,4,3,2,5,3.4,0.335008375
46111,46111,,Nonmetro,,2355,,0,1,,,,,1,0.2,0.08492569
46115,46115,,Nonmetro,,6415,3,1,3,0,4,4,9,3,4,0.623538581
46117,46117,38180,Micro,"Pierre, SD (Micro)",2966,6,3,4,8,2,2,2,5,3.8,1.281186784
46119,46119,38180,Micro,"Pierre, SD (Micro)",1373,0,1,0,0,,2,,3,1,0.728332119
46121,46121,,Nonmetro,,9612,,,,1,,,,,0.2,0.020807324
46123,46123,,Nonmetro,,5644,5,3,2,0,,1,1,3,1,0.177179305
46125,46125,43620,Metro,"Sioux Falls, SD (Metro)",8347,9,10,11,11,2,16,12,7,9.6,1.150113813
46127,46127,43580,Metro,"Sioux City, IA-NE-SD (Metro)",14399,9,21,15,22,18,24,16,12,18.4,1.277866519
46129,46129,,Nonmetro,,5438,3,12,4,6,4,,7,3,4,0.735564546
46135,46135,49460,Micro,"Yankton, SD (Micro)",22438,14,17,14,25,19,17,30,21,22.4,0.998306444
46137,46137,,Nonmetro,,2801,,,,1,,,1,,0.4,0.142806141
47001,47001,28940,Metro,"Knoxville, TN (Metro)",75129,81,116,114,94,130,120,129,149,124.4,1.655818659
47003,47003,43180,Micro,"Shelbyville, TN (Micro)",45058,40,51,61,63,55,50,71,67,61.2,1.358249367
47005,47005,,Nonmetro,,16489,7,7,26,11,14,20,36,24,21,1.273576324
47007,47007,,Nonmetro,,12876,6,9,8,7,11,14,12,13,11.4,0.885368127
47009,47009,28940,Metro,"Knoxville, TN (Metro)",123010,179,200,228,290,270,264,255,195,254.8,2.071376311
47011,47011,17420,Metro,"Cleveland, TN (Metro)",98963,96,128,120,136,135,132,162,168,146.6,1.481361721
47013,47013,28940,Metro,"Knoxville, TN (Metro)",40716,20,26,37,34,35,48,41,63,44.2,1.085568327
47015,47015,34980,Metro,Nashville-Davidson--Murfreesboro--Franklin,13801,9,15,14,20,15,24,21,20,20,1.44917035
47017,47017,,Nonmetro,,28522,12,21,31,19,24,33,35,31,28.4,0.9957226
47019,47019,27740,Metro,"Johnson City, TN (Metro)",57424,42,33,53,59,63,72,90,60,68.8,1.198105322
47021,47021,34980,Metro,Nashville-Davidson--Murfreesboro--Franklin,39105,71,71,75,61,78,106,89,82,83.2,2.127605166
47023,47023,27180,Metro,"Jackson, TN (Metro)",17131,17,10,17,24,17,17,18,22,19.6,1.144124686
47025,47025,,Nonmetro,,32213,21,20,19,26,26,19,33,42,29.2,0.906466333
47027,47027,,Nonmetro,,7861,3,6,2,5,5,4,6,12,6.4,0.814145783
47029,47029,35460,Micro,"Newport, TN (Micro)",35662,24,25,31,33,26,36,30,30,31,0.869272615
47031,47031,46100,Micro,"Tullahoma-Manchester, TN (Micro)",52796,68,99,108,77,116,107,95,120,103,1.950905372
47033,47033,27180,Metro,"Jackson, TN (Metro)",14586,8,4,7,11,16,7,11,17,12.4,0.850130262
47035,47035,18900,Micro,"Crossville, TN (Micro)",56053,70,104,100,136,107,112,121,124,120,2.140830999
47037,47037,34980,Metro,Nashville-Davidson--Murfreesboro--Franklin,626681,499,473,510,439,454,477,436,375,436.2,0.69604791
47039,47039,,Nonmetro,,11757,5,11,13,12,6,10,13,15,11.2,0.952623969
47041,47041,,Nonmetro,,18723,16,15,20,20,23,29,31,41,28.8,1.53821503
47043,47043,34980,Metro,Nashville-Davidson--Murfreesboro--Franklin,49666,80,67,73,87,92,111,98,93,96.2,1.936938751
47045,47045,20540,Micro,"Dyersburg, TN (Micro)",38335,24,27,30,28,28,24,30,41,30.2,0.787791835
47047,47047,32820,Metro,"Memphis, TN-MS-AR (Metro)",38413,55,74,94,78,83,107,133,111,102.4,2.665764194
47049,47049,,Nonmetro,,17959,8,11,25,22,28,36,40,40,33.2,1.84865527
47051,47051,46100,Micro,"Tullahoma-Manchester, TN (Micro)",41052,48,60,52,69,53,58,80,81,68.2,1.66130761
47053,47053,,Nonmetro,,49683,34,37,50,57,60,47,71,72,61.4,1.235835195
47055,47055,,Nonmetro,,29485,30,28,27,42,39,34,34,31,36,1.22095981
47057,47057,28940,Metro,"Knoxville, TN (Metro)",22657,17,16,17,22,21,30,25,35,26.6,1.174030101
47059,47059,24620,Micro,"Greeneville, TN (Micro)",68831,46,56,69,55,88,88,108,103,88.4,1.284305037
47061,47061,,Nonmetro,,13703,2,2,6,10,9,8,17,13,11.4,0.831934613
47063,47063,34100,Metro,"Morristown, TN (Metro)",62544,55,42,64,75,83,80,94,122,90.8,1.451777948
47065,47065,16860,Metro,"Chattanooga, TN-GA (Metro)",336463,344,414,459,417,452,451,472,393,437,1.298805515
47067,47067,,Nonmetro,,6819,4,4,0,5,5,6,7,11,6.8,0.997213668
47069,47069,,Nonmetro,,27253,9,14,18,12,8,6,12,21,11.8,0.432979855
47071,47071,,Nonmetro,,26026,24,17,13,21,17,27,40,46,30.2,1.160378083
47073,47073,28700,Metro,"Kingsport-Bristol-Bristol, TN-VA (Metro)",56833,51,48,47,64,70,67,83,92,75.2,1.323174916
47075,47075,,Nonmetro,,18787,13,14,6,10,11,17,17,12,13.4,0.713259169
47077,47077,,Nonmetro,,27769,19,19,25,21,21,22,31,35,26,0.936295869
47079,47079,37540,Micro,"Paris, TN (Micro)",32330,33,30,33,45,43,43,43,57,46.2,1.4290133
47081,47081,34980,Metro,Nashville-Davidson--Murfreesboro--Franklin,24690,24,25,29,21,25,33,26,30,27,1.093560146
47083,47083,,Nonmetro,,8426,9,10,15,17,12,17,21,35,20.4,2.421077617
47085,47085,,Nonmetro,,18538,16,16,27,26,21,15,34,30,25.2,1.359369943
47087,47087,18260,Micro,"Cookeville, TN (Micro)",11638,9,9,10,14,15,12,11,14,13.2,1.134215501
47089,47089,34100,Metro,"Morristown, TN (Metro)",51407,55,56,67,87,77,74,98,118,90.8,1.766296419
47091,47091,,Nonmetro,,18244,10,16,8,17,23,15,20,27,20.4,1.118175839
47093,47093,28940,Metro,"Knoxville, TN (Metro)",432226,487,644,653,660,641,687,701,615,660.8,1.528829825
47095,47095,,Nonmetro,,7832,2,1,1,3,5,,4,6,3.6,0.459652707
47097,47097,,Nonmetro,,27815,10,14,7,8,9,13,12,16,11.6,0.417041165
47099,47099,29980,Micro,"Lawrenceburg, TN (Micro)",41869,24,39,48,35,42,48,56,59,48,1.146432922
47101,47101,,Nonmetro,,12161,5,9,18,21,7,16,19,24,17.4,1.430803388
47103,47103,,Nonmetro,,33361,32,35,45,50,56,50,56,51,52.6,1.576691346
47105,47105,28940,Metro,"Knoxville, TN (Metro)",48556,71,70,95,84,93,92,90,89,89.6,1.845292034
47107,47107,11940,Micro,"Athens, TN (Micro)",52266,33,53,58,53,62,83,82,96,75.2,1.438793862
47109,47109,,Nonmetro,,26075,12,21,19,20,24,23,25,37,25.8,0.9894535
47111,47111,34980,Metro,Nashville-Davidson--Murfreesboro--Franklin,22248,19,18,21,19,31,29,34,39,30.4,1.366414959
47113,47113,27180,Metro,"Jackson, TN (Metro)",98294,77,80,102,105,125,134,135,145,128.8,1.31035465
47115,47115,16860,Metro,"Chattanooga, TN-GA (Metro)",28237,12,21,19,29,25,28,25,32,27.8,0.984523852
47117,47117,30280,Micro,"Lewisburg, TN (Micro)",30617,42,43,51,61,66,59,60,57,60.6,1.97929255
47119,47119,34980,Metro,Nashville-Davidson--Murfreesboro--Franklin,80956,148,158,181,159,161,189,180,147,167.2,2.065319433
47121,47121,,Nonmetro,,11753,8,11,13,12,12,10,17,20,14.2,1.208202161
47123,47123,,Nonmetro,,44519,48,44,57,61,60,62,73,70,65.2,1.464543229
47125,47125,17300,Metro,"Clarksville, TN-KY (Metro)",172331,2145,2340,2525,2733,2888,3408,3789,3335,3230.6,18.74648206
47127,47127,46100,Micro,"Tullahoma-Manchester, TN (Micro)",6362,4,6,15,8,8,11,11,6,8.8,1.383212826
47129,47129,28940,Metro,"Knoxville, TN (Metro)",21987,16,14,17,20,22,19,26,22,21.8,0.991494974
47131,47131,46460,Micro,"Union City, TN-KY (Micro)",31807,11,13,18,17,20,20,38,24,23.8,0.748262961
47133,47133,18260,Micro,"Cookeville, TN (Micro)",22083,14,8,19,11,21,24,26,22,20.8,0.94190101
47135,47135,,Nonmetro,,7915,2,4,5,10,6,6,7,5,6.8,0.859128238
47137,47137,,Nonmetro,,5077,6,1,1,5,4,5,3,3,4,0.787866851
47139,47139,17420,Metro,"Cleveland, TN (Metro)",16825,6,11,14,14,15,18,20,20,17.4,1.034175334
47141,47141,18260,Micro,"Cookeville, TN (Micro)",72321,57,76,80,94,94,106,108,106,101.6,1.404847831
47143,47143,19420,Micro,"Dayton, TN (Micro)",31809,26,31,38,37,40,39,48,43,41.4,1.301518438
47145,47145,28940,Metro,"Knoxville, TN (Metro)",54181,57,72,82,84,84,93,94,106,92.2,1.701703549
47147,47147,34980,Metro,Nashville-Davidson--Murfreesboro--Franklin,66283,119,158,165,145,135,179,173,182,162.8,2.456135057
47149,47149,34980,Metro,Nashville-Davidson--Murfreesboro--Franklin,262604,625,690,677,660,583,669,576,455,588.6,2.241397694
47151,47151,,Nonmetro,,22228,7,6,7,5,14,12,13,24,13.6,0.611840921
47153,47153,16860,Metro,"Chattanooga, TN-GA (Metro)",14112,11,22,13,11,16,25,27,18,19.4,1.374716553
47155,47155,42940,Micro,"Sevierville, TN (Micro)",89889,106,114,157,128,133,154,122,80,123.4,1.372804236
47157,47157,32820,Metro,"Memphis, TN-MS-AR (Metro)",927644,670,717,825,858,848,773,804,683,793.2,0.855069402
47159,47159,34980,Metro,Nashville-Davidson--Murfreesboro--Franklin,19166,18,23,30,31,30,38,31,29,31.8,1.659188146
47161,47161,,Nonmetro,,13324,35,46,52,60,58,53,53,57,56.2,4.217952567
47163,47163,28700,Metro,"Kingsport-Bristol-Bristol, TN-VA (Metro)",156823,121,162,180,176,215,242,275,238,229.2,1.461520313
47165,47165,34980,Metro,Nashville-Davidson--Murfreesboro--Franklin,160645,291,333,407,348,351,368,345,375,357.4,2.22478135
47167,47167,32820,Metro,"Memphis, TN-MS-AR (Metro)",61081,116,123,150,180,184,173,219,201,191.4,3.133543983
47169,47169,34980,Metro,Nashville-Davidson--Murfreesboro--Franklin,7870,6,8,14,12,17,20,26,14,17.8,2.261753494
47171,47171,27740,Metro,"Johnson City, TN (Metro)",18313,11,18,16,15,18,22,19,21,19,1.037514334
47173,47173,28940,Metro,"Knoxville, TN (Metro)",19109,11,8,15,15,27,28,29,32,26.2,1.371081689
47175,47175,,Nonmetro,,5548,2,2,5,5,4,9,5,4,5.4,0.97332372
47177,47177,32660,Micro,"McMinnville, TN (Micro)",39839,25,36,36,37,44,42,47,66,47.2,1.184768694
47179,47179,27740,Metro,"Johnson City, TN (Metro)",122979,158,157,187,210,180,249,233,209,216.2,1.758023728
47181,47181,,Nonmetro,,17021,4,3,8,11,11,17,8,7,10.8,0.634510311
47183,47183,32280,Micro,"Martin, TN (Micro)",35021,14,19,14,20,18,24,25,31,23.6,0.673881385
47185,47185,,Nonmetro,,25841,31,23,30,35,41,38,59,46,43.8,1.694980844
47187,47187,34980,Metro,Nashville-Davidson--Murfreesboro--Franklin,183182,243,254,288,279,234,272,258,179,244.4,1.334192224
47189,47189,34980,Metro,Nashville-Davidson--Murfreesboro--Franklin,113993,282,256,295,273,266,330,324,286,295.8,2.594896178
48001,48001,37300,Micro,"Palestine, TX (Micro)",58458,39,40,38,32,31,48,41,44,39.2,0.670566903
48003,48003,11380,Micro,"Andrews, TX (Micro)",14786,16,13,15,23,21,14,21,16,19,1.284999324
48005,48005,31260,Micro,"Lufkin, TX (Micro)",86771,68,66,73,63,82,86,131,113,95,1.094835832
48007,48007,18580,Metro,"Corpus Christi, TX (Metro)",23158,34,27,48,20,29,51,46,41,37.4,1.614992659
48009,48009,48660,Metro,"Wichita Falls, TX (Metro)",9054,15,11,15,11,16,12,22,24,17,1.87762315
48011,48011,11100,Metro,"Amarillo, TX (Metro)",1901,0,2,1,1,3,3,4,1,2.4,1.262493425
48013,48013,41700,Metro,"San Antonio-New Braunfels, TX (Metro)",44911,43,51,61,60,76,73,89,147,89,1.981697134
48015,48015,26420,Metro,"Houston-The Woodlands-Sugar Land, TX (Metr",28417,10,21,21,18,12,22,28,28,21.6,0.760108386
48017,48017,,Nonmetro,,7165,1,4,3,3,,4,3,2,2.4,0.334961619
48019,48019,41700,Metro,"San Antonio-New Braunfels, TX (Metro)",20485,51,45,54,52,52,64,59,64,58.2,2.841103246
48021,48021,12420,Metro,"Austin-Round Rock, TX (Metro)",74171,109,128,137,139,137,186,187,184,166.6,2.246160898
48023,48023,,Nonmetro,,3726,1,1,3,2,2,7,,5,3.2,0.858829844
48025,48025,13300,Micro,"Beeville, TX (Micro)",31861,11,20,26,20,19,16,25,24,20.8,0.652835755
48027,48027,28660,Metro,"Killeen-Temple, TX (Metro)",310235,2397,2567,2702,2866,3242,3861,4108,3921,3599.6,11.60281722
48029,48029,41700,Metro,"San Antonio-New Braunfels, TX (Metro)",1714773,5389,6017,6192,6285,6508,7497,7688,7393,7074.2,4.125444009
48031,48031,,Nonmetro,,10497,7,11,8,11,15,18,23,21,17.6,1.676669525
48033,48033,,Nonmetro,,641,,,,2,,,,,0.4,0.624024961
48035,48035,,Nonmetro,,18212,18,17,16,22,18,23,19,18,20,1.098177026
48037,48037,45500,Metro,"Texarkana, TX-AR (Metro)",92565,86,108,88,93,90,116,131,152,116.4,1.257494733
48039,48039,26420,Metro,"Houston-The Woodlands-Sugar Land, TX (Metr",313166,533,553,558,582,510,631,716,771,642,2.050030974
48041,48041,17780,Metro,"College Station-Bryan, TX (Metro)",194851,211,187,217,212,200,251,299,276,247.6,1.270714546
48043,48043,,Nonmetro,,9232,14,15,15,9,18,15,16,17,15,1.624783362
48045,48045,,Nonmetro,,1637,,0,,1,,,1,1,0.6,0.36652413
48047,48047,,Nonmetro,,7223,4,1,0,1,,1,,1,0.6,0.083067977
48049,48049,15220,Micro,"Brownwood, TX (Micro)",38106,31,21,28,35,42,46,42,51,43.2,1.133679735
48051,48051,17780,Metro,"College Station-Bryan, TX (Metro)",17187,8,7,8,8,12,9,21,31,16.2,0.942572875
48053,48053,,Nonmetro,,42750,53,73,80,72,76,87,78,78,78.2,1.829239766
48055,48055,12420,Metro,"Austin-Round Rock, TX (Metro)",38066,41,44,46,17,45,43,37,48,38,0.998266169
48057,48057,38920,Micro,"Port Lavaca, TX (Micro)",21381,11,17,7,8,12,9,6,10,9,0.420934475
48059,48059,10180,Metro,"Abilene, TX (Metro)",13544,16,29,16,21,15,26,27,25,22.8,1.683402245
48061,48061,15180,Metro,"Brownsville-Harlingen, TX (Metro)",406220,194,233,256,240,285,301,360,353,307.8,0.757717493
48063,48063,,Nonmetro,,12401,13,9,11,7,11,13,21,17,13.8,1.112813483
48065,48065,11100,Metro,"Amarillo, TX (Metro)",6182,7,9,6,8,11,8,12,11,10,1.617599482
48067,48067,,Nonmetro,,30464,15,28,22,18,25,36,41,57,35.4,1.162027311
48069,48069,,Nonmetro,,8062,1,1,2,1,2,1,2,2,1.6,0.19846192
48071,48071,26420,Metro,"Houston-The Woodlands-Sugar Land, TX (Metr",35096,73,70,75,85,103,96,115,150,109.8,3.128561659
48073,48073,27380,Micro,"Jacksonville, TX (Micro)",50845,23,19,26,30,45,44,41,54,42.8,0.841774019
48075,48075,,Nonmetro,,7041,1,6,1,1,2,2,,2,1.4,0.198835393
48077,48077,48660,Metro,"Wichita Falls, TX (Metro)",10752,12,11,15,12,10,17,15,18,14.4,1.339285714
48079,48079,,Nonmetro,,3127,,1,1,0,,2,,1,0.6,0.191877199
48081,48081,,Nonmetro,,3320,2,6,3,1,1,3,2,1,1.6,0.481927711
48083,48083,,Nonmetro,,8895,3,6,6,5,2,6,5,8,5.2,0.584598089
48085,48085,19100,Metro,"Dallas-Fort Worth-Arlington, TX (Metro)",782341,1091,1148,1224,1266,1309,1675,1304,1167,1344.2,1.718176601
48087,48087,,Nonmetro,,3057,1,0,1,,,,,1,0.2,0.065423618
48089,48089,,Nonmetro,,20874,7,3,3,12,7,16,5,18,11.6,0.555715244
48091,48091,41700,Metro,"San Antonio-New Braunfels, TX (Metro)",108472,529,594,654,674,832,967,1048,931,890.4,8.208569954
48093,48093,,Nonmetro,,13974,2,12,12,10,8,11,14,22,13,0.930299127
48095,48095,,Nonmetro,,4087,1,,1,2,3,,2,2,1.8,0.440420847
48097,48097,23620,Micro,"Gainesville, TX (Micro)",38437,29,36,26,30,29,32,53,58,40.4,1.051070583
48099,48099,28660,Metro,"Killeen-Temple, TX (Metro)",75388,301,344,411,465,545,592,721,648,594.2,7.881891017
48101,48101,,Nonmetro,,1505,,,0,1,,2,,,0.6,0.398671096
48103,48103,,Nonmetro,,4375,2,0,3,2,2,,2,1,1.4,0.32
48105,48105,,Nonmetro,,3719,2,,0,1,1,2,,2,1.2,0.322667384
48107,48107,31180,Metro,"Lubbock, TX (Metro)",6059,3,3,4,1,1,5,3,2,2.4,0.396104968
48109,48109,,Nonmetro,,2398,2,,,0,,1,2,3,1.2,0.500417014
48111,48111,,Nonmetro,,6703,1,3,3,2,3,3,5,2,3,0.447560794
48113,48113,19100,Metro,"Dallas-Fort Worth-Arlington, TX (Metro)",2368139,1057,1179,1208,1151,1068,1194,1037,1012,1092.4,0.46129049
48115,48115,29500,Micro,"Lamesa, TX (Micro)",13833,1,5,3,5,5,3,7,9,5.8,0.419287212
48117,48117,25820,Micro,"Hereford, TX (Micro)",19372,3,8,9,3,,3,2,6,2.8,0.144538509
48119,48119,,Nonmetro,,5231,5,5,4,6,6,3,8,12,7,1.338176257
48121,48121,19100,Metro,"Dallas-Fort Worth-Arlington, TX (Metro)",662614,1217,1384,1383,1491,1439,1864,1482,1393,1533.8,2.314771496
48123,48123,,Nonmetro,,20097,6,6,1,10,11,9,7,12,9.8,0.48763497
48125,48125,,Nonmetro,,2444,1,0,2,1,,1,,1,0.6,0.245499182
48127,48127,,Nonmetro,,9996,2,4,3,0,3,4,4,1,2.4,0.240096038
48129,48129,,Nonmetro,,3677,,3,2,3,1,2,2,3,2.2,0.598313843
48131,48131,,Nonmetro,,11782,1,,0,2,,3,2,3,2,0.169750467
48133,48133,,Nonmetro,,18583,12,8,13,7,10,7,13,16,10.6,0.570413819
48135,48135,36220,Metro,"Odessa, TX (Metro)",137130,126,95,111,142,156,122,88,131,127.8,0.931962371
48137,48137,,Nonmetro,,2002,2,,,1,,,,,0.2,0.0999001
48139,48139,19100,Metro,"Dallas-Fort Worth-Arlington, TX (Metro)",149610,350,440,450,480,499,641,669,794,616.6,4.121382261
48141,48141,21340,Metro,"El Paso, TX (Metro)",800647,1556,1600,1728,1918,2114,2531,2827,3006,2479.2,3.096495709
48143,48143,44500,Micro,"Stephenville, TX (Micro)",37890,27,22,29,40,31,33,45,38,37.4,0.987067828
48145,48145,47380,Metro,"Waco, TX (Metro)",17866,8,6,8,13,6,8,12,12,10.2,0.570916825
48147,48147,,Nonmetro,,33915,36,33,47,46,60,49,42,66,52.6,1.550936164
48149,48149,,Nonmetro,,24554,8,13,11,9,16,18,21,15,15.8,0.643479677
48151,48151,,Nonmetro,,3974,2,2,3,1,3,,2,4,2,0.503271263
48153,48153,,Nonmetro,,6446,2,2,1,1,1,2,2,1,1.4,0.217188954
48155,48155,,Nonmetro,,1336,,,1,,,,,,0,0
48157,48157,26420,Metro,"Houston-The Woodlands-Sugar Land, TX (Metr",585375,718,757,690,816,885,1076,1052,990,963.8,1.646465941
48159,48159,,Nonmetro,,10605,11,6,5,3,5,11,7,13,7.8,0.735502122
48161,48161,,Nonmetro,,19816,9,10,14,14,19,20,13,20,17.2,0.867985466
48163,48163,,Nonmetro,,17217,4,4,3,3,7,4,15,17,9.2,0.534355579
48165,48165,,Nonmetro,,17526,11,8,10,13,12,15,19,13,14.4,0.821636426
48167,48167,26420,Metro,"Houston-The Woodlands-Sugar Land, TX (Metr",291309,510,587,555,592,599,629,706,649,635,2.179815934
48169,48169,,Nonmetro,,6461,1,1,1,4,,1,4,1,2,0.309549605
48171,48171,23240,Micro,"Fredericksburg, TX (Micro)",24837,15,27,20,13,21,20,26,14,18.8,0.756935218
48173,48173,13700,Micro,"Big Spring, TX (Micro)",1226,1,1,,1,,,,3,0.8,0.652528548
48175,48175,47020,Metro,"Victoria, TX (Metro)",7210,4,4,3,10,5,5,8,8,7.2,0.998613037
48177,48177,,Nonmetro,,19807,5,11,8,9,7,11,17,8,10.4,0.525066896
48179,48179,37420,Micro,"Pampa, TX (Micro)",22535,5,8,13,6,21,15,18,31,18.2,0.807632572
48181,48181,43300,Metro,"Sherman-Denison, TX (Metro)",120877,152,193,198,192,197,283,259,304,247,2.043399489
48183,48183,30980,Metro,"Longview, TX (Metro)",121730,82,86,95,127,121,143,132,157,136,1.117226649
48185,48185,,Nonmetro,,26604,20,14,23,25,32,32,31,33,30.6,1.150202977
48187,48187,41700,Metro,"San Antonio-New Braunfels, TX (Metro)",131533,923,1098,1086,1060,1060,1165,1178,1033,1099.2,8.356838208
48189,48189,38380,Micro,"Plainview, TX (Micro)",36273,11,14,24,17,15,18,19,17,17.2,0.474181898
48191,48191,,Nonmetro,,3353,2,,1,,1,,1,,0.4,0.119296153
48193,48193,,Nonmetro,,8517,4,5,11,5,6,18,18,12,11.8,1.385464365
48195,48195,,Nonmetro,,5613,1,2,1,1,,1,1,2,1,0.178157848
48197,48197,,Nonmetro,,4139,2,1,1,1,,3,,4,1.6,0.386566804
48199,48199,13140,Metro,"Beaumont-Port Arthur, TX (Metro)",54635,50,62,67,69,70,70,81,103,78.6,1.438638236
48201,48201,26420,Metro,"Houston-The Woodlands-Sugar Land, TX (Metr",4092459,3067,3099,3058,3183,3132,3522,3573,3633,3408.6,0.832897776
48203,48203,32220,Micro,"Marshall, TX (Micro)",65631,49,60,56,75,75,55,83,80,73.6,1.12142128
48205,48205,,Nonmetro,,6062,0,4,4,5,2,7,2,3,3.8,0.626855823
48207,48207,,Nonmetro,,5899,4,0,3,3,4,2,5,,2.8,0.474656721
48209,48209,12420,Metro,"Austin-Round Rock, TX (Metro)",157107,410,442,427,452,543,564,460,431,490,3.118893493
